id,restaurant_id,review
499,520,The restaurant had a great atmosphere
500,536,The ambiance was cozy and inviting
501,697,The staff was friendly and attentive
502,81,The portions were generous and the presentation of the dishes was beautiful.
503,272,The food was delicious and the service was excellent.
504,26,I had a wonderful dining experience and will definitely be returning in the future.
505,309,The ambiance was cozy and inviting
506,645,The prices were reasonable for the portion sizes and quality of the food.
507,516,The prices were reasonable for the portion sizes and quality of the food.
508,49,The portions were generous and the presentation of the dishes was beautiful.
509,116,I was disappointed with the quality of the food and the slow service.
510,202,The prices were reasonable for the portion sizes and quality of the food.
511,169,I was disappointed with the quality of the food and the slow service.
512,846,but the prices were a bit high.
513,261,The portions were generous and the presentation of the dishes was beautiful.
514,966,The prices were reasonable for the portion sizes and quality of the food.
515,884,The restaurant had a great atmosphere
516,487,The food was delicious and the service was excellent.
517,301,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
518,360,but the prices were a bit high.
519,620,but the menu options were limited.
520,380,I had a wonderful dining experience and will definitely be returning in the future.
521,784,making for a pleasant dining experience.
522,186,The ambiance was cozy and inviting
523,130,I would definitely recommend this restaurant to friends and family.
524,333,but the menu options were limited.
525,662,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
526,896,I had a wonderful dining experience and will definitely be returning in the future.
527,892,The prices were reasonable for the portion sizes and quality of the food.
528,817,The restaurant had a great atmosphere
529,252,The portions were generous and the presentation of the dishes was beautiful.
530,458,The prices were reasonable for the portion sizes and quality of the food.
531,141,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
532,659,The food was delicious and the service was excellent.
533,954,but the menu options were limited.
534,636,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
535,92,making for a pleasant dining experience.
536,413,The food was delicious and the service was excellent.
537,212,The prices were reasonable for the portion sizes and quality of the food.
538,757,The prices were reasonable for the portion sizes and quality of the food.
539,626,making for a pleasant dining experience.
540,258,but the menu options were limited.
541,577,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
542,954,The prices were reasonable for the portion sizes and quality of the food.
543,173,I had a wonderful dining experience and will definitely be returning in the future.
544,595,The ambiance was cozy and inviting
545,845,The restaurant had a great atmosphere
546,388,The portions were generous and the presentation of the dishes was beautiful.
547,686,The staff was friendly and attentive
548,738,The portions were generous and the presentation of the dishes was beautiful.
549,294,making for a pleasant dining experience.
550,453,The restaurant had a great atmosphere
551,812,The restaurant had a great atmosphere
552,484,but the prices were a bit high.
553,989,The food was delicious and the service was excellent.
554,265,The food was delicious and the service was excellent.
555,300,The food was delicious and the service was excellent.
556,193,I had a wonderful dining experience and will definitely be returning in the future.
557,437,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
558,570,The ambiance was cozy and inviting
559,587,I was disappointed with the quality of the food and the slow service.
560,64,The restaurant had a great atmosphere
561,256,I would definitely recommend this restaurant to friends and family.
562,404,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
563,239,The portions were generous and the presentation of the dishes was beautiful.
564,217,The staff was friendly and attentive
565,295,but the menu options were limited.
566,588,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
567,665,I would definitely recommend this restaurant to friends and family.
568,7,but the prices were a bit high.
569,575,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
570,511,but the prices were a bit high.
571,876,making for a pleasant dining experience.
572,578,making for a pleasant dining experience.
573,536,The restaurant had a great atmosphere
574,847,making for a pleasant dining experience.
575,485,I had a wonderful dining experience and will definitely be returning in the future.
576,726,The ambiance was cozy and inviting
577,673,making for a pleasant dining experience.
578,885,The food was delicious and the service was excellent.
579,847,making for a pleasant dining experience.
580,540,I would definitely recommend this restaurant to friends and family.
581,330,making for a pleasant dining experience.
582,467,The ambiance was cozy and inviting
583,39,making for a pleasant dining experience.
584,660,The restaurant had a great atmosphere
585,675,but the prices were a bit high.
586,126,I was disappointed with the quality of the food and the slow service.
587,716,but the menu options were limited.
588,354,The food was delicious and the service was excellent.
589,292,The ambiance was cozy and inviting
590,266,I had a wonderful dining experience and will definitely be returning in the future.
591,968,The portions were generous and the presentation of the dishes was beautiful.
592,935,The ambiance was cozy and inviting
593,2,I would definitely recommend this restaurant to friends and family.
594,301,The portions were generous and the presentation of the dishes was beautiful.
595,434,I would definitely recommend this restaurant to friends and family.
596,501,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
597,643,The food was delicious and the service was excellent.
598,481,but the menu options were limited.
599,656,The ambiance was cozy and inviting
600,954,making for a pleasant dining experience.
601,313,The staff was friendly and attentive
602,674,The portions were generous and the presentation of the dishes was beautiful.
603,886,The ambiance was cozy and inviting
604,725,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
605,596,The restaurant had a great atmosphere
606,695,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
607,189,The prices were reasonable for the portion sizes and quality of the food.
608,970,I was disappointed with the quality of the food and the slow service.
609,971,The prices were reasonable for the portion sizes and quality of the food.
610,874,The prices were reasonable for the portion sizes and quality of the food.
611,38,The food was delicious and the service was excellent.
612,502,The prices were reasonable for the portion sizes and quality of the food.
613,820,making for a pleasant dining experience.
614,561,The food was delicious and the service was excellent.
615,745,but the prices were a bit high.
616,358,making for a pleasant dining experience.
617,31,The food was delicious and the service was excellent.
618,242,but the menu options were limited.
619,756,I was disappointed with the quality of the food and the slow service.
620,37,The prices were reasonable for the portion sizes and quality of the food.
621,531,The portions were generous and the presentation of the dishes was beautiful.
622,923,but the menu options were limited.
623,231,I would definitely recommend this restaurant to friends and family.
624,378,but the menu options were limited.
625,141,The food was delicious and the service was excellent.
626,226,The ambiance was cozy and inviting
627,118,I was disappointed with the quality of the food and the slow service.
628,586,I would definitely recommend this restaurant to friends and family.
629,120,The staff was friendly and attentive
630,472,I had a wonderful dining experience and will definitely be returning in the future.
631,721,The staff was friendly and attentive
632,320,making for a pleasant dining experience.
633,399,but the prices were a bit high.
634,496,The ambiance was cozy and inviting
635,354,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
636,531,The restaurant had a great atmosphere
637,727,I would definitely recommend this restaurant to friends and family.
638,444,but the prices were a bit high.
639,896,I would definitely recommend this restaurant to friends and family.
640,670,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
641,224,but the prices were a bit high.
642,449,The prices were reasonable for the portion sizes and quality of the food.
643,125,The ambiance was cozy and inviting
644,89,The restaurant had a great atmosphere
645,942,The portions were generous and the presentation of the dishes was beautiful.
646,84,The portions were generous and the presentation of the dishes was beautiful.
647,405,I had a wonderful dining experience and will definitely be returning in the future.
648,699,I was disappointed with the quality of the food and the slow service.
649,311,The ambiance was cozy and inviting
650,981,The portions were generous and the presentation of the dishes was beautiful.
651,690,but the prices were a bit high.
652,88,making for a pleasant dining experience.
653,684,I was disappointed with the quality of the food and the slow service.
654,836,I would definitely recommend this restaurant to friends and family.
655,552,I would definitely recommend this restaurant to friends and family.
656,534,but the prices were a bit high.
657,894,The portions were generous and the presentation of the dishes was beautiful.
658,623,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
659,104,The food was delicious and the service was excellent.
660,583,but the menu options were limited.
661,73,The restaurant had a great atmosphere
662,533,I would definitely recommend this restaurant to friends and family.
663,134,The food was delicious and the service was excellent.
664,135,I had a wonderful dining experience and will definitely be returning in the future.
665,363,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
666,584,The restaurant had a great atmosphere
667,211,but the prices were a bit high.
668,396,The staff was friendly and attentive
669,933,The ambiance was cozy and inviting
670,204,I would definitely recommend this restaurant to friends and family.
671,286,I was disappointed with the quality of the food and the slow service.
672,9,The restaurant had a great atmosphere
673,705,The portions were generous and the presentation of the dishes was beautiful.
674,299,but the prices were a bit high.
675,614,but the menu options were limited.
676,691,The portions were generous and the presentation of the dishes was beautiful.
677,635,I had a wonderful dining experience and will definitely be returning in the future.
678,61,I would definitely recommend this restaurant to friends and family.
679,405,making for a pleasant dining experience.
680,274,The restaurant had a great atmosphere
681,384,The prices were reasonable for the portion sizes and quality of the food.
682,370,I had a wonderful dining experience and will definitely be returning in the future.
683,566,The ambiance was cozy and inviting
684,991,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
685,825,The portions were generous and the presentation of the dishes was beautiful.
686,441,The ambiance was cozy and inviting
687,680,making for a pleasant dining experience.
688,502,The portions were generous and the presentation of the dishes was beautiful.
689,33,The restaurant had a great atmosphere
690,741,The restaurant had a great atmosphere
691,47,I had a wonderful dining experience and will definitely be returning in the future.
692,911,I had a wonderful dining experience and will definitely be returning in the future.
693,665,The ambiance was cozy and inviting
694,750,I had a wonderful dining experience and will definitely be returning in the future.
695,986,I was disappointed with the quality of the food and the slow service.
696,771,The portions were generous and the presentation of the dishes was beautiful.
697,133,The restaurant had a great atmosphere
698,258,The portions were generous and the presentation of the dishes was beautiful.
699,801,The food was delicious and the service was excellent.
700,61,I would definitely recommend this restaurant to friends and family.
701,112,but the prices were a bit high.
702,533,The staff was friendly and attentive
703,26,The portions were generous and the presentation of the dishes was beautiful.
704,498,but the prices were a bit high.
705,55,I would definitely recommend this restaurant to friends and family.
706,426,The prices were reasonable for the portion sizes and quality of the food.
707,358,I would definitely recommend this restaurant to friends and family.
708,497,I was disappointed with the quality of the food and the slow service.
709,968,but the prices were a bit high.
710,505,I had a wonderful dining experience and will definitely be returning in the future.
711,392,but the menu options were limited.
712,423,but the menu options were limited.
713,265,The staff was friendly and attentive
714,403,I was disappointed with the quality of the food and the slow service.
715,770,I had a wonderful dining experience and will definitely be returning in the future.
716,166,The staff was friendly and attentive
717,548,but the prices were a bit high.
718,925,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
719,917,I would definitely recommend this restaurant to friends and family.
720,403,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
721,80,I was disappointed with the quality of the food and the slow service.
722,678,The portions were generous and the presentation of the dishes was beautiful.
723,684,The ambiance was cozy and inviting
724,519,I had a wonderful dining experience and will definitely be returning in the future.
725,232,making for a pleasant dining experience.
726,836,but the menu options were limited.
727,893,The prices were reasonable for the portion sizes and quality of the food.
728,310,I was disappointed with the quality of the food and the slow service.
729,748,The ambiance was cozy and inviting
730,675,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
731,691,The restaurant had a great atmosphere
732,242,The portions were generous and the presentation of the dishes was beautiful.
733,125,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
734,997,but the menu options were limited.
735,38,I was disappointed with the quality of the food and the slow service.
736,752,The portions were generous and the presentation of the dishes was beautiful.
737,322,making for a pleasant dining experience.
738,273,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
739,163,I would definitely recommend this restaurant to friends and family.
740,222,The prices were reasonable for the portion sizes and quality of the food.
741,112,making for a pleasant dining experience.
742,122,making for a pleasant dining experience.
743,367,I would definitely recommend this restaurant to friends and family.
744,535,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
745,582,The ambiance was cozy and inviting
746,657,The restaurant had a great atmosphere
747,152,but the prices were a bit high.
748,16,but the menu options were limited.
749,217,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
750,489,but the menu options were limited.
751,636,The portions were generous and the presentation of the dishes was beautiful.
752,559,but the prices were a bit high.
753,91,The prices were reasonable for the portion sizes and quality of the food.
754,182,The restaurant had a great atmosphere
755,197,The staff was friendly and attentive
756,239,I had a wonderful dining experience and will definitely be returning in the future.
757,490,The ambiance was cozy and inviting
758,774,but the menu options were limited.
759,256,but the menu options were limited.
760,518,I had a wonderful dining experience and will definitely be returning in the future.
761,315,but the menu options were limited.
762,722,I would definitely recommend this restaurant to friends and family.
763,949,The staff was friendly and attentive
764,804,The food was delicious and the service was excellent.
765,317,but the menu options were limited.
766,19,The restaurant had a great atmosphere
767,899,The portions were generous and the presentation of the dishes was beautiful.
768,913,The food was delicious and the service was excellent.
769,936,making for a pleasant dining experience.
770,96,but the menu options were limited.
771,342,but the prices were a bit high.
772,442,but the prices were a bit high.
773,299,I was disappointed with the quality of the food and the slow service.
774,397,The food was delicious and the service was excellent.
775,151,The food was delicious and the service was excellent.
776,974,I would definitely recommend this restaurant to friends and family.
777,179,I was disappointed with the quality of the food and the slow service.
778,87,but the prices were a bit high.
779,622,The prices were reasonable for the portion sizes and quality of the food.
780,193,I was disappointed with the quality of the food and the slow service.
781,763,The prices were reasonable for the portion sizes and quality of the food.
782,893,The food was delicious and the service was excellent.
783,802,I had a wonderful dining experience and will definitely be returning in the future.
784,946,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
785,40,I would definitely recommend this restaurant to friends and family.
786,227,I was disappointed with the quality of the food and the slow service.
787,913,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
788,604,The ambiance was cozy and inviting
789,747,The restaurant had a great atmosphere
790,255,The ambiance was cozy and inviting
791,126,making for a pleasant dining experience.
792,19,The ambiance was cozy and inviting
793,154,The restaurant had a great atmosphere
794,404,making for a pleasant dining experience.
795,246,making for a pleasant dining experience.
796,167,but the menu options were limited.
797,519,The staff was friendly and attentive
798,831,I had a wonderful dining experience and will definitely be returning in the future.
799,468,but the prices were a bit high.
800,276,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
801,85,The restaurant had a great atmosphere
802,753,The ambiance was cozy and inviting
803,71,The prices were reasonable for the portion sizes and quality of the food.
804,106,The food was delicious and the service was excellent.
805,951,but the prices were a bit high.
806,567,making for a pleasant dining experience.
807,726,but the menu options were limited.
808,231,The portions were generous and the presentation of the dishes was beautiful.
809,508,making for a pleasant dining experience.
810,759,making for a pleasant dining experience.
811,191,The portions were generous and the presentation of the dishes was beautiful.
812,201,The restaurant had a great atmosphere
813,525,The portions were generous and the presentation of the dishes was beautiful.
814,589,The ambiance was cozy and inviting
815,740,The restaurant had a great atmosphere
816,758,making for a pleasant dining experience.
817,333,The portions were generous and the presentation of the dishes was beautiful.
818,803,The staff was friendly and attentive
819,193,I would definitely recommend this restaurant to friends and family.
820,153,I would definitely recommend this restaurant to friends and family.
821,734,I would definitely recommend this restaurant to friends and family.
822,681,but the menu options were limited.
823,962,The portions were generous and the presentation of the dishes was beautiful.
824,504,The food was delicious and the service was excellent.
825,3,I would definitely recommend this restaurant to friends and family.
826,272,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
827,684,but the menu options were limited.
828,302,making for a pleasant dining experience.
829,402,The portions were generous and the presentation of the dishes was beautiful.
830,74,I would definitely recommend this restaurant to friends and family.
831,415,The portions were generous and the presentation of the dishes was beautiful.
832,8,I would definitely recommend this restaurant to friends and family.
833,62,The portions were generous and the presentation of the dishes was beautiful.
834,935,The food was delicious and the service was excellent.
835,639,The ambiance was cozy and inviting
836,712,The food was delicious and the service was excellent.
837,766,The ambiance was cozy and inviting
838,545,The food was delicious and the service was excellent.
839,717,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
840,221,The prices were reasonable for the portion sizes and quality of the food.
841,446,The prices were reasonable for the portion sizes and quality of the food.
842,554,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
843,788,but the menu options were limited.
844,446,I would definitely recommend this restaurant to friends and family.
845,470,I was disappointed with the quality of the food and the slow service.
846,903,The ambiance was cozy and inviting
847,668,I was disappointed with the quality of the food and the slow service.
848,896,The ambiance was cozy and inviting
849,758,but the menu options were limited.
850,685,The food was delicious and the service was excellent.
851,298,I was disappointed with the quality of the food and the slow service.
852,174,I had a wonderful dining experience and will definitely be returning in the future.
853,395,The food was delicious and the service was excellent.
854,413,The restaurant had a great atmosphere
855,461,The portions were generous and the presentation of the dishes was beautiful.
856,546,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
857,714,but the menu options were limited.
858,606,but the prices were a bit high.
859,449,making for a pleasant dining experience.
860,229,The ambiance was cozy and inviting
861,854,but the prices were a bit high.
862,931,The restaurant had a great atmosphere
863,734,The portions were generous and the presentation of the dishes was beautiful.
864,688,making for a pleasant dining experience.
865,836,The ambiance was cozy and inviting
866,663,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
867,757,I would definitely recommend this restaurant to friends and family.
868,878,I had a wonderful dining experience and will definitely be returning in the future.
869,497,The prices were reasonable for the portion sizes and quality of the food.
870,365,I was disappointed with the quality of the food and the slow service.
871,726,The portions were generous and the presentation of the dishes was beautiful.
872,533,I had a wonderful dining experience and will definitely be returning in the future.
873,910,I was disappointed with the quality of the food and the slow service.
874,575,but the prices were a bit high.
875,878,The ambiance was cozy and inviting
876,114,but the menu options were limited.
877,208,The portions were generous and the presentation of the dishes was beautiful.
878,519,I had a wonderful dining experience and will definitely be returning in the future.
879,155,The ambiance was cozy and inviting
880,513,I was disappointed with the quality of the food and the slow service.
881,333,The restaurant had a great atmosphere
882,243,I would definitely recommend this restaurant to friends and family.
883,197,I would definitely recommend this restaurant to friends and family.
884,401,The food was delicious and the service was excellent.
885,870,The prices were reasonable for the portion sizes and quality of the food.
886,73,The portions were generous and the presentation of the dishes was beautiful.
887,251,making for a pleasant dining experience.
888,102,The staff was friendly and attentive
889,983,The food was delicious and the service was excellent.
890,948,The prices were reasonable for the portion sizes and quality of the food.
891,945,The staff was friendly and attentive
892,758,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
893,519,but the prices were a bit high.
894,510,The prices were reasonable for the portion sizes and quality of the food.
895,279,but the menu options were limited.
896,680,The prices were reasonable for the portion sizes and quality of the food.
897,625,The portions were generous and the presentation of the dishes was beautiful.
898,383,The staff was friendly and attentive
899,647,I had a wonderful dining experience and will definitely be returning in the future.
900,440,I was disappointed with the quality of the food and the slow service.
901,639,I would definitely recommend this restaurant to friends and family.
902,695,The staff was friendly and attentive
903,658,I was disappointed with the quality of the food and the slow service.
904,635,but the prices were a bit high.
905,769,The food was delicious and the service was excellent.
906,924,The ambiance was cozy and inviting
907,668,The food was delicious and the service was excellent.
908,240,but the menu options were limited.
909,982,The restaurant had a great atmosphere
910,914,The portions were generous and the presentation of the dishes was beautiful.
911,468,but the prices were a bit high.
912,907,I would definitely recommend this restaurant to friends and family.
913,345,making for a pleasant dining experience.
914,507,The restaurant had a great atmosphere
915,282,I would definitely recommend this restaurant to friends and family.
916,142,making for a pleasant dining experience.
917,174,The prices were reasonable for the portion sizes and quality of the food.
918,83,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
919,653,I was disappointed with the quality of the food and the slow service.
920,108,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
921,413,making for a pleasant dining experience.
922,255,I had a wonderful dining experience and will definitely be returning in the future.
923,850,I had a wonderful dining experience and will definitely be returning in the future.
924,990,I was disappointed with the quality of the food and the slow service.
925,73,The restaurant had a great atmosphere
926,757,The food was delicious and the service was excellent.
927,152,The ambiance was cozy and inviting
928,766,making for a pleasant dining experience.
929,561,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
930,940,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
931,836,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
932,589,but the menu options were limited.
933,455,The staff was friendly and attentive
934,432,but the prices were a bit high.
935,668,but the prices were a bit high.
936,294,The ambiance was cozy and inviting
937,435,The ambiance was cozy and inviting
938,914,The ambiance was cozy and inviting
939,660,The prices were reasonable for the portion sizes and quality of the food.
940,28,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
941,833,making for a pleasant dining experience.
942,597,The food was delicious and the service was excellent.
943,215,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
944,123,The ambiance was cozy and inviting
945,476,I was disappointed with the quality of the food and the slow service.
946,643,The restaurant had a great atmosphere
947,115,I was disappointed with the quality of the food and the slow service.
948,225,but the menu options were limited.
949,300,The food was delicious and the service was excellent.
950,69,The prices were reasonable for the portion sizes and quality of the food.
951,455,The ambiance was cozy and inviting
952,330,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
953,782,I would definitely recommend this restaurant to friends and family.
954,99,The portions were generous and the presentation of the dishes was beautiful.
955,764,but the prices were a bit high.
956,592,The restaurant had a great atmosphere
957,721,I had a wonderful dining experience and will definitely be returning in the future.
958,901,The staff was friendly and attentive
959,78,The portions were generous and the presentation of the dishes was beautiful.
960,111,making for a pleasant dining experience.
961,293,making for a pleasant dining experience.
962,153,The restaurant had a great atmosphere
963,677,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
964,617,The ambiance was cozy and inviting
965,559,The prices were reasonable for the portion sizes and quality of the food.
966,359,but the menu options were limited.
967,962,but the menu options were limited.
968,108,The portions were generous and the presentation of the dishes was beautiful.
969,505,The portions were generous and the presentation of the dishes was beautiful.
970,898,The prices were reasonable for the portion sizes and quality of the food.
971,456,I would definitely recommend this restaurant to friends and family.
972,246,I had a wonderful dining experience and will definitely be returning in the future.
973,919,I would definitely recommend this restaurant to friends and family.
974,610,The portions were generous and the presentation of the dishes was beautiful.
975,304,The restaurant had a great atmosphere
976,506,The restaurant had a great atmosphere
977,282,I had a wonderful dining experience and will definitely be returning in the future.
978,722,I would definitely recommend this restaurant to friends and family.
979,886,The restaurant had a great atmosphere
980,42,making for a pleasant dining experience.
981,631,I had a wonderful dining experience and will definitely be returning in the future.
982,776,but the prices were a bit high.
983,312,The ambiance was cozy and inviting
984,718,making for a pleasant dining experience.
985,835,The staff was friendly and attentive
986,447,The staff was friendly and attentive
987,667,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
988,168,but the prices were a bit high.
989,722,The portions were generous and the presentation of the dishes was beautiful.
990,533,I had a wonderful dining experience and will definitely be returning in the future.
991,431,but the menu options were limited.
992,425,I had a wonderful dining experience and will definitely be returning in the future.
993,497,I was disappointed with the quality of the food and the slow service.
994,724,but the prices were a bit high.
995,809,The restaurant had a great atmosphere
996,429,I was disappointed with the quality of the food and the slow service.
997,333,The restaurant had a unique and creative menu that was a refreshing change from the usual options.
998,806,making for a pleasant dining experience.
999,867,making for a pleasant dining experience.
1000,748,The portions were generous and the presentation of the dishes was beautiful.
